question,reference_answer,reference_context,conversation_history,metadata,agent_answer,correctness,RAGAS Context Precision,RAGAS Faithfulness,RAGAS Answer Relevancy,RAGAS Context Recall,correctness_reason
في حالة كان عقد العمل مخصصًا لإنجاز مهمة معينة، ما هو الحدث الذي يؤدي إلى انتهاء هذا العقد وفقًا للمادة السابعة والخمسين؟,ينتهي عقد العمل إذا كان من أجل القيام بعمل معين بإنجاز العمل المتفق عليه.,"Document 70: content: إذا كان العقد من أجل القيام بعمل معين، فإنه ينتهي بإنجاز العمل المتفق عليه.
فصل: الفصل الأول: عقد العمل
مادة: المادة السابعة و الخمسون",[],"{'question_type': 'complex', 'seed_document_id': 70, 'topic': 'قانون العمل'}",في حالة كان العقد مخصصًا لإنجاز مهمة معينة، ينتهي العقد بإنجاز العمل المتفق عليه. هذا يعني أن العقد يتوقف تلقائيًا بمجرد الانتهاء من العمل المحدد في العقد.,True,0.9999999999,0.6666666666666666,0.6176356620536324,1.0,
ما هي الخطوات التي يجب على الوزير اتخاذها فيما يخص إصدار اللوائح التنفيذية لتنفيذ أحكام النظام، مع مراعاة المدة الزمنية المحددة لذلك؟,يصدر الوزير القرارات واللوائح اللازمة لتنفيذ أحكام هذا النظام خلال مائة وثمانين يوماً من تاريخ العمل بهذا النظام، وتنشر اللوائح التنفيذية في الجريدة الرسمية.,"Document 279: content: يصدر الوزير القرارات واللوائح اللازمة لتنفيذ أحكام هذا النظام خلال مائة وثمانين يوماً من تاريخ العمل بهذا النظام، وتنشر اللوائح التنفيذية في الجريدة الرسمية.
فصل: None
مادة: المادة الثالثة والأربعون بعد المائتين:",[],"{'question_type': 'complex', 'seed_document_id': 279, 'topic': 'قانون العمل'}",الوزير مكلف بإصدار القرارات واللوائح اللازمة لتنفيذ أحكام النظام. يجب أن يتم هذا خلال مائة وثمانين يوماً من تاريخ العمل بهذا النظام. بعد ذلك، يتم نشر اللوائح التنفيذية في الجريدة الرسمية.,True,0.9999999999,0.75,0.6977225574094178,1.0,
ما هي الإجراءات التي يمكن لصاحب العمل اتخاذها في حال تسبب العامل في إتلاف ممتلكات العمل، بشرط أن يكون الإتلاف ناتجاً عن خطأ العامل وليس عن قوة قاهرة، وكيف يمكن للعامل التظلم من تقدير صاحب العمل للتعويض؟,إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها صاحب العمل أو هي في عهدته وكان ذلك ناشئاً عن خطأ العامل أو مخالفته تعليمات صاحب العمل، فلصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه على ألا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر. ولصاحب العمل الحق في التظلم عند الاقتضاء، وذلك بطلب ما هو أكثر من ذلك إذا كان للعامل مال آخر يمكن الاستيفاء منه.,"Document 109: content: 1. إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها صاحب العمل أو هي في عهدته وكان ذلك ناشئاً عن خطأ العامل أو مخالفته تعليمات صاحب العمل ولم يكن نتيجة لخطأ الغير أو ناشئاً عن قوة قاهرة، فلصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه على ألا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر، ولصاحب العمل الحق في التظلم عند الاقتضاء، وذلك بطلب ما هو أكثر من ذلك إذا كان للعامل مال آخر يمكن الاستيفاء منه. وللعامل أن يتظلم مما نسب إليه أو من تقدير صاحب العمل للتعويض أمام المحكمة العمالية فإذا حكمت بعدم أحقية صاحب العمل في الرجوع على العامل بما اقتطعه منه أو حكمت بأقل منه وجب على صاحب العمل أن يرد إلى العامل ما اقتطع منه دون وجه حق خلال سبعة أيام من تاريخ صدور الحكم.
2. يكون تظلم أي من الطرفين خلال خمسة عشر يوم عمل، وإلا سقط الحق فيه ويبدأ موعد التظلم بالنسبة إلى صاحب العمل من تاريخ اكتشاف الواقعة وبالنسبة إلى العامل من تاريخ إبلاغ صاحب العمل له بذلك.
فصل: الفصل الأول:الأجور
مادة: المادة الحادية والتسعون:",[],"{'question_type': 'complex', 'seed_document_id': 109, 'topic': 'قانون العمل'}",إذا تسبب العامل في إتلاف ممتلكات العمل نتيجة لخطأه، يحق لصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه، ولكن لا يجوز أن يزيد ما يقتطع عن أجر خمسة أيام في الشهر. وفي حالة الاعتراض، يمكن للعامل التظلم من ما نسب إليه أو من تقدير صاحب العمل للتعويض أمام المحكمة العمالية خلال خمسة عشر يوم عمل من تاريخ إبلاغ صاحب العمل له بذلك.,False,0.9999999999,1.0,0.7091749233913468,1.0,The agent's answer is mostly correct but lacks the detail that the employer can request more than the five-day wage deduction if the worker has other assets that can be used for compensation.
ما هي الشروط المحددة التي يجب أن تتوفر لتكليف العامل بعمل مختلف بشكل جوهري عن العمل المتفق عليه، مع الأخذ في الاعتبار القيود الزمنية والحالات الاستثنائية التي قد تسمح بذلك؟,لا يجوز تكليف العامل بعمل يختلف اختلافاً جوهرياً عن العمل المتفق عليه بغير موافقته الكتابية، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة.,"Document 72: content: مع عدم الإخلال بما تضمنته المادة (الثامنة والثلاثون) من هذا النظام، لا يجوز تكليف العامل بعمل يختلف اختلافاً جوهرياً عن العمل المتفق عليه بغير موافقته الكتابية، إلا في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة.
22
---
فصل: الفصل الأول: عقد العمل
مادة: المادة الستون",[],"{'question_type': 'complex', 'seed_document_id': 72, 'topic': 'قانون العمل'}",آسف، لكن النص المقدم لا يحتوي على معلومات محددة حول الشروط التي يجب أن تتوفر لتكليف العامل بعمل مختلف بشكل جوهري عن العمل المتفق عليه، مع الأخذ في الاعتبار القيود الزمنية والحالات الاستثنائية التي قد تسمح بذلك.,False,0.0,0.75,0.0,0.0,"The agent stated that the text does not contain specific information about the conditions for assigning a worker a fundamentally different job, but the reference answer provides specific conditions under which this can occur."
ما هي الصلاحيات المحددة لمفتشي العمل وفقاً للمادة الثامنة والتسعين بعد المائة، مع الأخذ بعين الاعتبار قدرتهم على الدخول إلى المنشآت في أي وقت من النهار أو الليل دون إشعار مسبق؟,يحق لمفتشي العمل دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت دون إشعار سابق، والقيام بأي فحص أو تحقيق لازم للتحقق من سلامة تنفيذ النظام. يمكنهم سؤال صاحب العمل أو العمال عن أي أمر يتعلق بتنفيذ أحكام النظام، الاطلاع على الدفاتر والسجلات والوثائق، وأخذ عينات من المواد المستعملة لتحليلها في المختبرات الحكومية.,"Document 231: content: يحق لمفتشي العمل:
1. دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من أوقات النهار أو الليل، دون إشعار سابق.
2. القيام بأي فحص أو تحقيق لازم للتحقق من سلامة تنفيذ النظام. ولهم على الأخص ما يأتي:
أ. سؤال صاحب العمل أو من يمثله، أو العمال، على انفراد أو في حضور شهود، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام.
ب. الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام هذا النظام والقرارات الصادرة بمقتضاه، والحصول على صور ومستخرجات منها.
ج. أخذ عينة أو عينات من المواد المستعملة أو المتداولة في العمليات الصناعية وغيرها الخاضعة للتفتيش، مما يظن أن لها أثراً ضاراً على صحة العمال، أو سلامتهم، وذلك لغرض تحليلها في المختبرات الحكومية ومعرفة مدى هذا الأثر، مع إبلاغ صاحب العمل أو ممثله بذلك.
فصل: None
مادة: المادة الثامنة والتسعون بعد المائة:",[],"{'question_type': 'complex', 'seed_document_id': 231, 'topic': 'قانون العمل'}",آسف، لكن النص المقدم لا يحتوي على معلومات تتعلق بصلاحيات مفتشي العمل وفقاً للمادة الثامنة والتسعين بعد المائة، أو قدرتهم على الدخول إلى المنشآت في أي وقت من النهار أو الليل دون إشعار مسبق.,False,0.0,1.0,0.0,0.0,"The agent stated that the text does not contain information about the powers of labor inspectors, but the reference answer provides specific details about their rights and abilities."
ما هي الإجراءات التي يجب على صاحب العمل أو المدير المسؤول اتخاذها لضمان السلامة العامة في مواقع العمل بالمناجم والمحاجر وفقًا للمادة الحادية والتسعون بعد المائة؟,على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة.,"Document 223: content: على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة.
فصل: None
مادة: المادة الحادية والتسعون بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 223, 'distracting_context': 'content: يقصد بالعمل في المناجم والمحاجر الآتي:-\n1. العمليات الخاصة بالبحث، أو الكشف عن المواد المعدنية، بما في ذلك الأحجار الكريمة، أو استخراجها، أو تصنيعها بالمنطقة الصادر عنها الترخيص، سواء أكانت المعادن صلبة أم سائلة.\n2. العمليات الخاصة باستخراج رواسب المواد المعدنية الموجودة على سطح الأرض أو في باطنها، أو تركيزها، أو تصنيعها في منطقة الترخيص.\n3. ما يلحق بالعمليات المشار إليها في الفقرتين 1-2 من هذه المادة من أعمال البناء وإقامة التركيبات والأجهزة.\nفصل: None\nمادة: المادة الخامسة والثمانون بعد المائة:', 'topic': 'قانون العمل'}",صاحب العمل مطالب بتوفير مكان مناسب في كل منجم أو محجر يعمل فيه خمسون عاملاً على الأقل، يحتوي على غرفة مجهزة بوسائل الإنقاذ والإسعافات الأولية، وغرفة للتمريض، وغرفة أو أكثر لتغيير الملابس. في حالة العمل في مناجم ومحاجر تقل فيها عدد العمال عن خمسين عاملاً وتقع في دائرة قطرها عشرون كيلومتراً، يجوز لصاحب العمل الانشاء مشتركاً أو مستقلاً لمكان للإنقاذ والإسعاف. وزير العمل يحدد وسائل الإنقاذ والإسعاف وتدابير الوقاية والحماية في المناجم والمحاجر.,False,0.49999999995,1.0,0.5829315699207499,1.0,"The agent provided details about facilities and equipment for safety and first aid, but the reference answer specifies that the employer or manager should establish a list of orders and instructions for general safety."
ما هي المدة القصوى التي يمكن للعامل العمل فيها دون فترة راحة وفقًا للمادة الأولى بعد المائة، إذا كان العامل يخضع لعقد تأهيل أو تدريب مع غير العاملين لدى صاحب العمل؟,لا يعمل العامل أكثر من خمس ساعات متتالية دون فترة للراحة والصلاة والطعام لا تقل عن نصف ساعة في المرة الواحدة.,"Document 121: content: تنظم ساعات العمل وفترات الراحة خلال اليوم، بحيث لا يعمل العامل أكثر من خمس ساعات متتالية دون فترة للراحة والصلاة والطعام لا تقل عن نصف ساعة في المرة الواحدة خلال مجموع ساعات العمل، وبحيث لا يبقى العامل في مكان العمل أكثر من اثنتي عشرة ساعة في اليوم الواحد.
فصل: الفصل الثالث: فترات الراحة والراحة الأسبوعية
مادة: المادة الأولى بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 121, 'distracting_context': 'content: عقد التأهيل والتدريب عقد يلتزم بمقتضاه صاحب العمل بتأهيل أو تدريب شخص لإعداده في مهنة معينة.\nفصل: الفصل الثاني: عقد التأهيل والتدريب مع غير العاملين لدى صاحب العمل\nمادة: المادة الخامسة والأربعون:', 'topic': 'قانون العمل'}",آسف، لكن النص المقدم لا يحتوي على معلومات محددة حول المدة القصوى التي يمكن للعامل العمل فيها دون فترة راحة وفقًا للمادة الأولى بعد المائة، إذا كان العامل يخضع لعقد تأهيل أو تدريب مع غير العاملين لدى صاحب العمل.,False,0.3333333333,0.0,0.0,1.0,"The agent stated that the text does not contain specific information, but the reference answer provides a specific duration of five hours for work without a break."
ما هي الأفعال التي يُمنع على صاحب العمل أو العامل القيام بها في سياق توظيف المعوقين وفقًا للنظام المذكور؟,لا يجوز لصاحب العمل أو العامل أن يقوم بعمل من شأنه إساءة استعمال أحكام النظام أو القرارات واللوائح الصادرة تنفيذاً لأحكامه، كما لا يجوز لأي منهما القيام بعمل من شأنه الضغط على حرية الآخر أو حرية عمال أو أصحاب عمل آخرين لتحقيق أي مصلحة أو وجهة نظر يتبناها مما يتنافى مع حرية العمل أو اختصاص الجهة المختصة بتسوية الخلافات.,"Document 24: content: لا يجوز لصاحب العمل أو العامل أن يقوم بعمل من شأنه إساءة استعمال أحكام هذا النظام أو القرارات واللوائح الصادرة تنفيذاً لأحكامه كما لايجوز لأي منهما القيام بعمل من شأنه الضغط على حرية الآخر أو حرية عمال أو أصحاب عمل آخرين لتحقيق أي مصلحة أو وجهة نظر يتبناها مما يتنافى مع حرية العمل أو اختصاص الجهة المختصة بتسوية الخلافات.
فصل: المادة الثالثة عشرة:
مادة: المادة العشرون:",[],"{'question_type': 'distracting element', 'seed_document_id': 24, 'distracting_context': 'content: \nفصل: الفصل الثاني: توظيف المعوقين\nمادة: None', 'topic': 'قانون العمل'}",آسف، لكن النص المقدم لا يحتوي على معلومات محددة حول الأفعال التي يُمنع على صاحب العمل أو العامل القيام بها في سياق توظيف الأشخاص ذوي الإعاقة وفقًا للنظام المذكور.,False,0.249999999975,0.6666666666666666,0.0,1.0,"The agent stated that the text does not contain specific information about prohibited actions, but the reference answer provides specific actions that are prohibited."
ما هو الحكم بالنسبة لحالة الانتكاس أو المضاعفات الناتجة عن إصابة العمل في النظام السعودي، مع الأخذ بعين الاعتبار القيود المفروضة على تشغيل الأحداث في الأعمال الخطرة؟,تعد في حكم الإصابة حالة الانتكاس أو أي مضاعفة تنشأ عنها، ويسري عليها بالنسبة للمعونة والعلاج ما يسري على الإصابة الأصلية.,"Document 162: content: تعد في حكم الإصابة حالة الانتكاس أو أي مضاعفة تنشأ عنها، ويسري عليها بالنسبة للمعونة والعلاج ما يسري على الإصابة الأصلية.
فصل: الفصل الثالث: إصابات العمل
مادة: المادة الخامسة والثلاثون بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 162, 'distracting_context': 'content: لا يجوز تشغيل الأحداث في الأعمال الخطرة أو الصناعات الضارة، أو في المهن والأعمال التي يحتمل أن تعرض صحتهم أو سلامتهم أو أخلاقهم للخطر، بسبب طبيعتها أو الظروف التي تؤدى فيها. ويحدد الوزير بقرار منه الأعمال والصناعات والمهن المشار إليها.\nفصل: None\nمادة: المادة الحادية والستون بعد المائة:', 'topic': 'قانون العمل'}",حالة الانتكاس أو أي مضاعفات تنشأ عن الإصابة تعتبر في حكم الإصابة الأصلية، وتسري عليها نفس القواعد بالنسبة للمعونة والعلاج. بالنسبة للأحداث، فلا يجوز تشغيلهم في الأعمال الخطرة أو الصناعات الضارة، أو في المهن والأعمال التي يحتمل أن تعرض صحتهم أو سلامتهم أو أخلاقهم للخطر. يحدد الوزير بقرار منه الأعمال والصناعات والمهن المشار إليها.,True,0.49999999995,1.0,0.5266911026584756,1.0,
ما هي المهام التي يختص بها مفتشو العمل وفقاً للمادة السادسة والتسعون بعد المائة، مع الأخذ في الاعتبار ضرورة تقديم دعوى تتعلق بالمطالبة بحقوق العمل خلال اثني عشر شهراً من انتهاء علاقة العمل؟,مراقبة تنفيذ أحكام النظام واللائحة والقرارات، تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية، إبلاغ الجهات المختصة بأوجه النقص، ضبط المخالفات، التحقق من المخالفات المحالة من جهات حكومية أخرى، واقتراح الغرامات المناسبة.,"Document 229: content: يختص مفتشو العمل بما يأتي:
1. مراقبة تنفيذ أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له.
2. تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية التي تمكنهم من اتباع أحسن الوسائل لتنفيذ أحكام هذا النظام.
3. إبلاغ الجهات المختصة بأوجه النقص التي تقصر الأحكام القائمة عن معالجتها، واقتراح ما يلزم لذلك.
4. ضبط مخالفات أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له.
5. التحقق من المخالفات التي تضبطها جهات حكومية مختصة أخرى وتحال إلى الوزارة.
6. اقتراح الغرامة المناسبة وفقاً لجدول المخالفات والعقوبات.
فصل: None
مادة: المادة السادسة والتسعون بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 229, 'distracting_context': 'content: أ- لا تقبل أمام المحاكم العمالية أي دعوى تتعلق بالمطالبة بحق من الحقوق المنصوص عليها في هذا النظام أو الناشئة عن عقد العمل بعد مضي اثني عشر شهراً من تاريخ انتهاء علاقة العمل، ما لم يقدم المدعي عذراً تقبله المحكمة، أو يصدر من المدعى عليه إقرار بالحق.\nب- تنظر الدعاوى العمالية على وجه الاستعجال.\nفصل: None\nمادة: المادة الرابعة والثلاثون بعد المائتين :', 'topic': 'قانون العمل'}",آسف، لكن النص المقدم لا يحتوي على معلومات حول المهام التي يختص بها مفتشو العمل وفقاً للمادة السادسة والتسعون بعد المائة. ولكن، يجب تقديم أي دعوى تتعلق بالمطالبة بحقوق العمل خلال اثني عشر شهراً من انتهاء علاقة العمل، ما لم يقدم المدعي عذراً تقبله المحكمة، أو يصدر من المدعى عليه إقرار بالحق.,False,0.0,1.0,0.0,0.0,"The agent did not provide the tasks of labor inspectors as specified in the reference answer, which include monitoring the implementation of the system and regulations, providing information and technical guidance, reporting deficiencies, detecting violations, verifying violations referred by other government agencies, and suggesting appropriate fines."
ما هي الشروط الواجب توفرها في عقد التأهيل أو التدريب حسب المادة السادسة والأربعون، مع مراعاة أن يتم إبلاغ صاحب العمل أو ممثله بحضور المفتش عند التفتيش؟,يجب أن يكون عقد التأهيل أو التدريب مكتوباً، وأن يحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومدة التدريب ومراحله المتتابعة، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها بحال من الأحوال على أساس القطعة أو الإنتاج.,"Document 57: content: يجب أن يكون عقد التأهيل أو التدريب مكتوباً، وأن يحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومدة التدريب ومراحله المتتابعة، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها بحال من الأحوال على أساس القطعة أو الإنتاج.
فصل: الفصل الثاني: عقد التأهيل والتدريب مع غير العاملين لدى صاحب العمل
مادة: المادة السادسة والأربعون:",[],"{'question_type': 'distracting element', 'seed_document_id': 57, 'distracting_context': 'content: على من يقوم بالتفتيش أن يبلغ بحضوره صاحب العمل أو ممثله، وذلك ما لم ير أن المهمة التي يقوم من أجلها بالتفتيش تقتضي غير ذلك.\nفصل: None\nمادة: المادة المائتان:', 'topic': 'قانون العمل'}",عقد التأهيل أو التدريب يجب أن يكون مكتوباً ويحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومدة التدريب ومراحله المتتابعة، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها بحال من الأحوال على أساس القطعة أو الإنتاج. بالنسبة للتفتيش، يجب على صاحب العمل أو ممثله أن يتم إبلاغه بحضور المفتش.,False,0.9999999999,0.75,0.7166504056093711,1.0,"The agent included additional information about notifying the employer or their representative about the inspector's presence, which was not part of the reference answer."
ما هو النظام الذي يحل محله النظام الجديد وفقًا للمادة الرابعة والأربعين بعد المائتين، مع الأخذ في الاعتبار دور الأطباء والمهندسين والكيميائيين في عمليات التفتيش عند الضرورة؟,النظام الجديد يحل محل نظام العمل والعمال، الصادر بالمرسوم ذي الرقم (م/21) والتاريخ 1389/9/6هـ.,"Document 280: content: يحل هذا النظام محل نظام العمل والعمال، الصادر بالمرسوم ذي الرقم (م/21) والتاريخ 1389/9/6هـ، ويلغي كل ما يتعارض معه من أحكام ويستمر العمل باللوائح والقرارات الصادرة قبل نفاذ هذا النظام إلى حين تعديلها.
فصل: None
مادة: المادة الرابعة والأربعون بعد المائتين:",[],"{'question_type': 'distracting element', 'seed_document_id': 280, 'distracting_context': 'content: يشترك في التفتيش كلما دعت الحاجة أطباء ومهندسون وكيميائيون واختصاصيون في السلامة والصحة المهنية. ولمدير مكتب العمل وللمفتشين أن يطلبوا عند الضرورة من الجهات التنفيذية المختصة تقديم ما يلزم من مساعدة.\nفصل: None\nمادة: المادة الرابعة بعد المائتين:', 'topic': 'قانون العمل'}",آسف، لكن السياق المقدم لا يحتوي على معلومات حول النظام الذي يحل محله النظام الجديد وفقًا للمادة الرابعة والأربعين بعد المائتين. يرجى تقديم مزيد من التفاصيل أو السياق للإجابة بشكل أكثر دقة.,False,0.0,0.25,0.0,0.0,"The agent stated that the context does not contain information about the system being replaced, but the reference answer specifies that the new system replaces the Labor and Workers Law issued by decree number (M/21) dated 1389/9/6 AH."
ما هي المدة المحددة لصاحب العمل لإرسال بيان بالأعمال الشاغرة والمستحدثة إلى مكتب العمل المختص، في حال كان لديه عقد تأهيل وتدريب مع غير العاملين لديه؟,يجب على صاحب العمل إرسال بيان بالأعمال الشاغرة والمستحدثة إلى مكتب العمل المختص في مدة لا تتجاوز خمسة عشر يوماً من تاريخ شغورها أو استحداثها.,"Document 31: content: على كل صاحب عمل أن يرسل إلى مكتب العمل المختص ما يأتي:
1. بياناً بالأعمال الشاغرة والمستحدثة، وأنواعها، ومكانها، والأجر المخصص لها، والشروط اللازم توافرها لشغلها، وذلك في مدة لا تتجاوز خمسة عشر يوماً من تاريخ شغورها أو استحداثها.
2. إشعاراً بما اتخذه بشأن توظيف المواطن الذي رشحته وحدة التوظيف خلال سبعة أيام من تاريخ تسلم خطاب الترشيح.
3. بياناً بأسماء عماله، ووظائفهم، ومهنهم، وأجورهم، وأعمارهم، وجنسياتهم، وأرقام رخص العمل لغير السعوديين وتواريخها وغير ذلك من البيانات التي تحددها اللائحة.
4. تقريراً عن حالة العمل وظروفه وطبيعته، والنقص والزيادة في الأعمال المتوقعة خلال السنة التالية لتاريخ التقرير.
5. ترسل البيانات المشار إليها في الفقرتين 3، 4 من هذه المادة خلال شهر محرم من كل عام.
فصل: الفصل الأول: وحدات التوظيف
مادة: المادة الخامسة والعشرون:",[],"{'question_type': 'distracting element', 'seed_document_id': 31, 'distracting_context': 'content: عقد التأهيل والتدريب عقد يلتزم بمقتضاه صاحب العمل بتأهيل أو تدريب شخص لإعداده في مهنة معينة.\nفصل: الفصل الثاني: عقد التأهيل والتدريب مع غير العاملين لدى صاحب العمل\nمادة: المادة الخامسة والأربعون:', 'topic': 'قانون العمل'}",صاحب العمل ملزم بإرسال بيان بالأعمال الشاغرة والمستحدثة إلى مكتب العمل المختص في مدة لا تتجاوز خمسة عشر يوماً من تاريخ شغورها أو استحداثها. هذا القانون ينطبق بغض النظر عن وجود عقد تأهيل وتدريب مع غير العاملين لديه.,True,0.9999999999,0.8,0.37891542955834456,1.0,
ما هو الوضع الحالي للمادة الخامسة والعشرون بعد المائتين في النظام، وهل هناك أي قيود أو شروط تتعلق بإلغائها؟,المادة الخامسة والعشرون بعد المائتين ملغاة.,"Document 259: content: (ملغــــــاة)
فصل: None
مادة: المادة الخامسة والعشرون بعد المائتين:

Document 249: content: (ملغــــــاة)
فصل: None
مادة: المادة الخامسة عشرة بعد المائتين:

Document 262: content: (ملغــــــاة)
فصل: None
مادة: المادة الثامنة والعشرون بعد المائتين:

Document 252: content: (ملغــــــاة)
فصل: None
مادة: المادة الثامنة عشرة بعد المائتين:",[],"{'question_type': 'distracting element', 'seed_document_id': 259, 'distracting_context': 'content: (ملغــــاة)\nفصل: None\nمادة: المادة السادسة والخمسون بعد المائة :', 'topic': 'مواد قانونية ملغاة'}",آسف، لكن النص المقدم لا يحتوي على معلومات حول المادة الخامسة والعشرون بعد المائتين في النظام، أو أي قيود أو شروط تتعلق بإلغائها.,False,0.249999999975,1.0,0.0,0.0,"The agent stated that there is no information about the article, but the reference answer indicates that the article is canceled."
ما هي الشروط المطلوبة في مفتش العمل عند ممارسته لعمله، خاصة في حالة إلغاء بعض المواد القانونية المتعلقة بالتفتيش؟,يشترط في مفتش العمل عند ممارسته لعمله أن يكون متصفاً بالحياد التام، وألا تكون له أي صلة مباشرة أو غير مباشرة بالمنشآت التي يقوم بتفتيشها، وأن يكون قد اجتاز فحصاً مسلكياً بعد قضائه فترة تدريب لا تقل عن تسعين يوماً.,"Document 228: content: يشترط في مفتش العمل عند ممارسته لعمله - بالإضافة إلى الشروط العامة في تعيين الموظفين - ما يأتي:
1. أن يكون متصفاً بالحياد التام.
2. ألا تكون له أي صلة مباشرة، أو غير مباشرة، بالمنشآت التي يقوم بتفتيشها.
3. أن يكون قد اجتاز فحصاً مسلكياً بعد قضائه فترة تدريب لا تقل عن تسعين يوماً.
فصل: None
مادة: المادة الخامسة والتسعون بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 228, 'distracting_context': 'content: (ملغــــــاة)\nفصل: None\nمادة: المادة الثانية عشرة بعد المائتين:', 'topic': 'قانون العمل'}",مفتش العمل يجب أن يتصف بالحياد التام، وألا يكون له أي صلة مباشرة أو غير مباشرة بالمنشآت التي يقوم بتفتيشها. بالإضافة إلى ذلك، يجب أن يكون قد اجتاز فحصاً مسلكياً بعد قضائه فترة تدريب لا تقل عن تسعين يوماً. هذه الشروط تبقى صالحة حتى في حالة إلغاء بعض المواد القانونية المتعلقة بالتفتيش.,True,0.9999999999,0.8333333333333334,0.6789205002550992,1.0,
ما هي حقوق المصاب في حالة عجزه المؤقت عن العمل بسبب إصابة عمل، بشرط أن يكون عقد العمل غير مكتوب؟,للمصاب - في حالة عجزه المؤقت عن العمل الناتج من إصابة عمل - الحق في معونة مالية تعادل أجره كاملاً لمدة ستين يوماً ثم يستحق مقابلاً مالياً يعادل (75%) من أجره طوال المدة التي يستغرقها علاجه.,"Document 164: content: للمصاب - في حالة عجزه المؤقت عن العمل الناتج من إصابة عمل - الحق في معونة مالية تعادل أجره كاملاً لمدة ستين يوماً ثم يستحق مقابلاً مالياً يعادل
(75%) من أجره طوال المدة التي يستغرقها علاجه. فإذا بلغت مدة العلاج سنة أو تقرر طبياً عدم احتمال شفائه وحالته الصحية لا تمكنه من العمل، عدت
الإصابة عجزاً كلياً، وينهى العقد ويعوض عن الإصابة. ولا يكون لصاحب العمل حق في استرداد ما دفعه إلى المصاب خلال تلك السنة.
فصل: الفصل الثالث: إصابات العمل
مادة: المادة السابعة والثلاثون بعد المائة:",[],"{'question_type': 'distracting element', 'seed_document_id': 164, 'distracting_context': 'content: يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة. ويعد العقد قائماً ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات. ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت. أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد.\nفصل: الفصل الأول: عقد العمل\nمادة: المادة الحادية والخمسون:', 'topic': 'قانون العمل'}",في حالة الإصابة الناجمة عن العمل، يحق للعامل المصاب الحصول على معونة مالية تعادل أجره الكامل لمدة 60 يومًا، ثم يحصل على مقابل مالي يعادل 75% من أجره طوال المدة التي يستغرقها علاجه. إذا بلغت مدة العلاج سنة أو تقرر طبياً عدم احتمال شفائه وحالته الصحية لا تمكنه من العمل، يعتبر العجز كلياً وينتهي العقد ويتم تعويضه عن الإصابة. هذا الحق مكفول سواء كان العقد مكتوبًا أم لا.,True,0.49999999995,0.8571428571428571,0.597797937592175,1.0,
